threads,run,time
1,1,0.084184
1,2,0.083477
1,3,0.079873
1,4,0.084115
1,5,0.082452
2,1,0.043495
2,2,0.043034
2,3,0.044315
2,4,0.043843
2,5,0.041724
4,1,0.028137
4,2,0.027166
4,3,0.028880
4,4,0.029256
4,5,0.041597
8,1,0.027268
8,2,0.026658
8,3,0.028536
8,4,0.026532
8,5,0.028169
16,1,0.043042
16,2,0.098509
16,3,0.086853
16,4,0.042984
16,5,0.089507
