threads,run,time
1,1,0.082218
1,2,0.082010
1,3,0.082811
1,4,0.083453
1,5,0.083890
2,1,0.048374
2,2,0.044772
2,3,0.044250
2,4,0.043768
2,5,0.052565
4,1,0.028178
4,2,0.039133
4,3,0.028980
4,4,0.034335
4,5,0.035408
8,1,0.025792
8,2,0.026601
8,3,0.027583
8,4,0.022744
8,5,0.026886
16,1,0.028062
16,2,0.081513
16,3,0.080658
16,4,0.082120
16,5,0.096248
