threads,run,time
1,1,0.566819
1,2,0.564524
1,3,0.564622
1,4,0.571381
1,5,0.564364
2,1,0.342769
2,2,0.331528
2,3,0.314946
2,4,0.331496
2,5,0.333374
4,1,0.209537
4,2,0.227062
4,3,0.206715
4,4,0.237517
4,5,0.219299
8,1,0.281416
8,2,0.278057
8,3,0.276505
8,4,0.279243
8,5,0.276864
16,1,0.406963
16,2,0.411969
16,3,0.405163
16,4,0.398499
16,5,0.403253
