threads,run,time
1,1,0.095294
1,2,0.097347
1,3,0.099179
1,4,0.098706
1,5,0.095498
2,1,0.071024
2,2,0.070202
2,3,0.072687
2,4,0.077631
2,5,0.074838
4,1,0.063740
4,2,0.065118
4,3,0.064781
4,4,0.063078
4,5,0.071643
8,1,0.100086
8,2,0.101940
8,3,0.102065
8,4,0.101740
8,5,0.101560
16,1,0.195244
16,2,0.225921
16,3,0.191562
16,4,0.198109
16,5,0.201796
