threads,run,time
1,1,.826081517
1,2,.340329042
1,3,.833847126
1,4,.833028264
1,5,.832131567
2,1,.551991172
2,2,.557582341
2,3,.546298409
2,4,.550361768
2,5,.553680014
4,1,.099070419
4,2,.609096698
4,3,.604321050
4,4,.617107174
4,5,.628292560
8,1,1.188129322
8,2,1.190711532
8,3,.703475078
8,4,1.271923268
8,5,1.176570483
16,1,2.326180511
16,2,2.804695632
16,3,2.320274980
16,4,2.808458902
16,5,2.336939611
