threads,run,time
1,1,0.082790
2,1,0.080291
3,1,0.081162
4,1,0.079362
5,1,0.083341
1,2,0.050774
2,2,0.042105
3,2,0.043393
4,2,0.046896
5,2,0.043045
1,4,0.028290
2,4,0.027931
3,4,0.030668
4,4,0.028766
5,4,0.037355
1,8,0.030489
2,8,0.023492
3,8,0.025458
4,8,0.027002
5,8,0.026606
1,16,0.083310
2,16,0.029551
3,16,0.080212
4,16,0.090788
5,16,0.079559
