threads,run,time
1,1,.002304453
1,2,.001901156
1,3,.001928379
1,4,.001929689
1,5,.002141647
2,1,.001987735
2,2,.001927265
2,3,.002229890
2,4,.002154299
2,5,.001960601
4,1,.001884515
4,2,.002132743
4,3,.002337776
4,4,.001896740
4,5,.001994061
8,1,.002114190
8,2,.002032149
8,3,.002225096
8,4,.001887294
8,5,.001927446
16,1,.001960753
16,2,.001883163
16,3,.001981584
16,4,.001877343
16,5,.002203975
