threads,run,time
1,1,.002123994
1,2,.001989642
1,3,.001919209
1,4,.001906833
1,5,.002366014
2,1,.002027652
2,2,.001931859
2,3,.001927275
2,4,.001866036
2,5,.002130694
4,1,.001932401
4,2,.001917546
4,3,.001851609
4,4,.002389259
4,5,.002039752
8,1,.001908145
8,2,.002028621
8,3,.001895580
8,4,.001925325
8,5,.002033582
16,1,.001908243
16,2,.002001842
16,3,.001853141
16,4,.001949911
16,5,.002181542
