threads,run,time
1,1,.002034902
1,2,.002177702
1,3,.001912940
1,4,.001961330
1,5,.001985838
2,1,.002192861
2,2,.001856591
2,3,.001951003
2,4,.002056790
2,5,.001899372
4,1,.001891935
4,2,.001905588
4,3,.001883556
4,4,.002342531
4,5,.001874994
8,1,.001855367
8,2,.002051489
8,3,.002249650
8,4,.001969330
8,5,.001885410
16,1,.002111451
16,2,.002037734
16,3,.002017755
16,4,.001915863
16,5,.001911793
