threads,run,time
1,1,.002084783
1,2,.002064240
1,3,.002100994
1,4,.001924367
1,5,.002073299
2,1,.002089223
2,2,.001963743
2,3,.002071767
2,4,.001891172
2,5,.002168935
4,1,.002048680
4,2,.002157066
4,3,.001920400
4,4,.002001709
4,5,.002009248
8,1,.001890719
8,2,.001937206
8,3,.002046033
8,4,.002111926
8,5,.001937867
16,1,.001867721
16,2,.001857638
16,3,.001970778
16,4,.002266187
16,5,.002246750
